# Simulation 39 (Up to date)
# 378 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.91,635.822,-8.778,0.007,8.778,0.272,54.248,0.047,54.248,0.05,2.221,0.272,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.231e5,0,4.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.114,13.712,990.006,339.608,0.5,0.22
15.41,621.423,-8.778,-1.299e-5,8.778,0.093,50.566,0.047,50.566,0.053,2.268,0.093,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.232e5,0,4.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.306,13.74,990.521,339.626,0.5,0.22
15.91,607.026,-8.775,0.005,8.776,0.128,46.793,0.047,46.793,0.058,2.332,0.128,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.233e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.384,13.769,991.035,339.643,0.5,0.22
16.41,592.632,-8.774,0.003,8.774,0.03,42.98,0.047,42.98,0.062,2.317,0.03,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.233e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.306,13.797,991.55,339.66,0.5,0.22
16.91,578.241,-8.772,0.004,8.772,0.122,39.229,0.047,39.229,0.068,2.256,0.122,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.234e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.209,13.826,992.065,339.677,0.5,0.22
17.41,563.853,-8.77,0.003,8.77,0.114,35.481,0.046,35.481,0.075,2.313,0.114,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.235e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.359,13.854,992.579,339.695,0.5,0.22
17.91,549.468,-8.767,0.005,8.768,0.203,31.77,0.046,31.77,0.083,2.211,0.203,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.235e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.132,13.883,993.093,339.712,0.5,0.22
18.41,535.087,-8.766,0.003,8.766,0.165,28.075,0.046,28.075,0.093,2.294,0.165,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.236e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.36,13.911,993.608,339.729,0.5,0.22
18.91,520.709,-8.764,0.004,8.764,0.184,24.388,0.046,24.388,0.107,2.202,0.184,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.236e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.13,13.94,994.122,339.746,0.5,0.22
19.41,506.334,-8.762,0.003,8.763,0.157,20.713,0.045,20.713,0.125,2.28,0.157,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.237e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.343,13.968,994.636,339.764,0.5,0.22
19.91,491.961,-8.761,0.003,8.761,0.063,16.947,0.045,16.947,0.153,2.311,0.063,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.237e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.338,13.997,995.15,339.781,0.5,0.22
20.41,477.591,-8.758,0.006,8.758,0.239,13.253,0.045,13.253,0.194,2.192,0.239,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.237e5,0,4.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.099,14.025,995.663,339.798,0.5,0.22
20.91,463.225,-8.758,4.164e-4,8.758,0.015,9.651,0.045,9.651,0.265,2.2,0.015,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.239e5,0,4.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.207,14.054,996.177,339.816,0.5,0.22
21.41,448.863,-8.752,0.012,8.753,0.393,5.882,0.044,5.882,0.433,2.396,0.393,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.238e5,0,4.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.552,14.082,996.691,339.833,0.5,0.22
21.91,434.507,-8.752,-0.001,8.753,0.286,2.068,0.044,2.069,1.224,2.253,0.286,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.239e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.141,14.111,997.204,339.85,0.5,0.22
22.41,420.149,-8.752,4.664e-4,8.752,0.095,-1.589,0.044,1.589,178.415,2.206,0.095,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.24e5,0,4.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.169,14.139,997.717,339.867,0.5,0.22
22.91,405.794,-8.75,0.004,8.75,0.034,-5.193,0.044,5.193,179.518,2.189,0.033,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.241e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.177,14.168,998.231,339.884,0.5,0.221
23.41,391.441,-8.748,0.004,8.748,0.025,-8.794,0.043,8.794,179.717,2.201,0.025,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.241e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.212,14.196,998.744,339.902,0.5,0.221
23.91,377.092,-8.747,0.004,8.747,0.018,-12.398,0.043,12.398,179.8,2.192,0.018,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.242e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.186,14.224,999.257,339.919,0.5,0.221
24.41,362.747,-8.743,0.008,8.743,0.295,-15.873,0.043,15.873,179.845,2.045,0.295,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.242e5,0,4.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.93,14.253,999.77,339.936,0.5,0.221
24.91,348.405,-8.742,6.793e-4,8.743,0.198,-19.309,0.043,19.309,179.873,2.144,0.198,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.243e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.223,14.281,1000.283,339.953,0.5,0.221
25.41,334.065,-8.741,0.002,8.741,0.065,-22.799,0.043,22.799,179.893,2.111,0.065,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.243e5,0,4.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.087,14.31,1000.795,339.971,0.5,0.221
25.91,319.728,-8.738,0.006,8.739,0.228,-26.356,0.042,26.356,179.908,2.226,0.228,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.244e5,0,4.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.316,14.338,1001.308,339.988,0.5,0.221
26.41,305.395,-8.738,7.449e-4,8.738,0.053,-29.985,0.042,29.985,179.919,2.199,0.053,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.245e5,0,4.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.179,14.367,1001.82,340.005,0.5,0.221
26.91,291.063,-8.736,0.004,8.736,0.077,-33.561,0.042,33.561,179.928,2.161,0.077,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.245e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.131,14.395,1002.333,340.022,0.5,0.221
27.41,276.734,-8.734,0.004,8.734,0.119,-37.057,0.042,37.057,179.936,2.101,0.119,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.245e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.056,14.423,1002.845,340.039,0.5,0.221
27.91,262.408,-8.732,0.003,8.732,0.005,-40.505,0.041,40.505,179.941,2.103,0.004,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.246e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.105,14.452,1003.357,340.057,0.5,0.221
28.41,248.085,-8.73,0.004,8.73,0.125,-44.006,0.041,44.006,179.946,2.165,0.125,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.247e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.215,14.48,1003.869,340.074,0.5,0.221
28.91,233.766,-8.728,0.004,8.728,0.167,-47.489,0.041,47.489,179.95,2.082,0.167,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.247e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.018,14.508,1004.381,340.091,0.5,0.221
29.41,219.454,-8.722,0.012,8.724,0.446,-51.087,0.041,51.087,179.954,2.305,0.446,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.246e5,0,4.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.48,14.537,1004.893,340.108,0.5,0.221
29.91,205.143,-8.725,-0.007,8.725,0.118,-54.916,0.041,54.916,179.958,2.363,0.117,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.248e5,0,4.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.41,14.565,1005.405,340.125,0.5,0.221
30.41,190.832,-8.723,0.004,8.723,0.009,-58.79,0.04,58.79,179.961,2.359,0.008,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.249e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.357,14.594,1005.917,340.143,0.5,0.221
30.91,176.525,-8.72,0.008,8.72,0.282,-62.544,0.04,62.544,179.963,2.218,0.282,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.249e5,0,4.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.109,14.622,1006.428,340.16,0.5,0.221
31.41,162.222,-8.719,0.002,8.719,0.225,-66.276,0.04,66.276,179.965,2.331,0.225,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.25e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.42,14.65,1006.94,340.177,0.5,0.221
31.91,147.92,-8.718,0.001,8.718,0.05,-70.12,0.04,70.12,179.968,2.356,0.05,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.251e5,0,4.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.376,14.679,1007.451,340.194,0.5,0.221
32.41,133.621,-8.716,0.005,8.716,0.164,-73.917,0.039,73.917,179.969,2.274,0.164,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.251e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.211,14.707,1007.962,340.211,0.5,0.221
32.91,119.325,-8.714,0.002,8.714,0.069,-77.676,0.039,77.676,179.971,2.308,0.069,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.252e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.336,14.735,1008.473,340.228,0.5,0.221
33.41,105.031,-8.712,0.004,8.712,0.122,-81.412,0.039,81.412,179.973,2.247,0.122,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.252e5,0,4.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.201,14.764,1008.984,340.246,0.5,0.222
33.91,90.741,-8.711,0.003,8.711,0.022,-85.09,0.039,85.09,179.974,2.237,0.021,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.253e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.229,14.792,1009.495,340.263,0.5,0.222
34.41,76.454,-8.708,0.007,8.708,0.246,-88.658,0.039,88.658,179.975,2.114,0.246,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.253e5,0,4.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.019,14.82,1010.006,340.28,0.5,0.222
34.91,62.17,-8.707,0.002,8.707,0.186,-92.202,0.038,92.202,179.976,2.207,0.186,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.254e5,0,4.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.28,14.849,1010.517,340.297,0.5,0.222
35.41,47.892,-8.702,0.01,8.703,0.397,-95.659,0.038,95.659,179.977,2.008,0.397,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.253e5,0,4.234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.855,14.877,1011.028,340.314,0.5,0.222
35.91,33.615,-8.704,-0.005,8.704,0.097,-98.914,0.038,98.914,179.978,1.96,0.097,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.255e5,0,4.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.923,14.905,1011.538,340.331,0.5,0.222
36.41,19.34,-8.7,0.007,8.701,0.253,-102.233,0.038,102.233,179.979,2.087,0.253,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.255e5,0,4.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.186,14.933,1012.048,340.349,0.5,0.222
36.91,5.068,-8.7,-2.778e-5,8.7,0.066,-105.629,0.037,105.629,179.98,2.053,0.066,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.256e5,0,4.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.029,14.962,1012.559,340.366,0.5,0.222
# Event GROUND_HIT occurred at t=37.088 seconds
# Event SIMULATION_END occurred at t=37.088 seconds
37.088,0,-8.698,0.014,8.704,0.452,-106.849,0.037,106.849,179.98,2.134,0.452,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,431.637,37.3,NaN,NaN,NaN,NaN,NaN,0.026,4.259e5,0,4.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.456,14.99,1013.069,340.383,0.178,0.222
